Age,Gender,Category,Purchase Amount (USD),Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases,Frequency of Purchases,Age Group
69,1,Footwear,91,Summer,4.7,0,0,42,Quarterly,65+
41,1,Accessories,77,Summer,2.7,0,0,32,Monthly,36–45
59,1,Accessories,97,Summer,2.6,0,0,21,Quarterly,56–65
26,1,Clothing,58,Summer,3.4,0,0,26,Fortnightly,26–35
23,1,Accessories,97,Spring,3.9,0,0,6,Fortnightly,18–25
62,1,Outerwear,48,Summer,3.4,0,0,14,Quarterly,56–65
69,1,Accessories,23,Summer,3.4,0,0,4,Quarterly,65+
46,1,Clothing,79,Winter,3.9,0,0,26,Weekly,46–55
35,1,Accessories,42,Spring,4.0,0,0,39,Bi-Weekly,36–45
32,1,Accessories,95,Spring,3.4,0,0,15,Annually,26–35
46,1,Footwear,29,Summer,3.7,0,0,1,Every 3 Months,46–55
33,1,Clothing,98,Winter,4.9,0,0,28,Monthly,26–35
32,1,Clothing,96,Spring,5.0,0,0,17,Weekly,26–35
33,1,Accessories,66,Fall,2.9,0,0,24,Weekly,26–35
67,1,Footwear,80,Spring,3.0,0,0,29,Quarterly,65+
67,1,Footwear,27,Summer,3.3,0,0,18,Every 3 Months,65+
42,1,Accessories,25,Fall,4.7,0,0,10,Bi-Weekly,36–45
20,1,Clothing,45,Fall,3.4,0,0,19,Quarterly,18–25
39,1,Clothing,89,Winter,4.6,0,0,26,Monthly,36–45
26,1,Accessories,27,Winter,3.6,0,0,25,Bi-Weekly,26–35
51,1,Accessories,90,Winter,2.6,0,0,2,Fortnightly,46–55
31,1,Clothing,65,Summer,2.7,0,0,19,Every 3 Months,26–35
68,1,Footwear,72,Spring,3.1,0,0,32,Quarterly,65+
44,1,Footwear,70,Fall,3.2,0,0,13,Bi-Weekly,36–45
18,1,Footwear,82,Winter,3.4,0,0,30,Fortnightly,18–25
58,1,Accessories,97,Fall,4.4,0,0,2,Annually,56–65
26,1,Clothing,25,Summer,3.2,0,0,8,Quarterly,26–35
57,1,Clothing,48,Spring,2.5,0,0,27,Every 3 Months,56–65
37,1,Footwear,99,Summer,3.8,0,0,26,Bi-Weekly,36–45
24,1,Clothing,21,Summer,4.4,0,0,3,Bi-Weekly,18–25
57,1,Footwear,94,Spring,3.7,0,0,4,Monthly,56–65
48,1,Clothing,53,Fall,3.2,0,0,5,Fortnightly,46–55
39,1,Accessories,70,Winter,4.9,0,0,25,Quarterly,36–45
51,1,Clothing,26,Summer,3.9,0,0,47,Bi-Weekly,46–55
57,1,Accessories,82,Summer,4.5,0,0,8,Fortnightly,56–65
53,1,Footwear,47,Winter,3.4,0,0,20,Fortnightly,46–55
70,1,Clothing,32,Winter,4.1,0,0,42,Every 3 Months,65+
60,1,Accessories,97,Fall,4.5,0,0,20,Weekly,56–65
31,1,Clothing,68,Winter,4.7,0,0,23,Fortnightly,26–35
41,1,Clothing,23,Winter,4.8,0,0,26,Quarterly,36–45
62,1,Accessories,33,Winter,4.4,0,0,48,Quarterly,56–65
59,1,Accessories,38,Winter,4.0,0,0,16,Bi-Weekly,56–65
46,1,Clothing,68,Winter,4.1,0,0,28,Bi-Weekly,46–55
62,1,Clothing,23,Fall,3.7,0,0,39,Weekly,56–65
42,1,Clothing,29,Summer,3.0,0,0,43,Fortnightly,36–45
37,1,Accessories,35,Winter,3.6,0,0,45,Every 3 Months,36–45
50,1,Footwear,73,Fall,4.8,0,0,50,Every 3 Months,46–55
29,1,Footwear,84,Fall,3.7,0,0,10,Bi-Weekly,26–35
25,1,Accessories,23,Spring,4.6,0,0,40,Quarterly,26–35
66,1,Accessories,67,Summer,2.8,0,0,38,Monthly,65+
21,1,Clothing,51,Spring,4.0,0,0,2,Monthly,18–25
46,1,Clothing,36,Winter,4.2,0,0,13,Annually,46–55
57,1,Clothing,55,Summer,3.6,0,0,33,Annually,56–65
61,1,Clothing,30,Spring,2.9,0,0,27,Monthly,56–65
53,1,Clothing,70,Summer,4.1,0,0,43,Weekly,46–55
37,1,Clothing,63,Winter,3.1,0,0,46,Weekly,36–45
39,1,Accessories,87,Summer,4.3,0,0,7,Bi-Weekly,36–45
53,1,Clothing,70,Spring,4.4,0,0,35,Fortnightly,46–55
35,1,Clothing,51,Spring,3.1,0,0,31,Bi-Weekly,36–45
69,1,Accessories,25,Spring,2.9,0,0,42,Quarterly,65+
66,1,Outerwear,32,Winter,3.2,0,0,14,Bi-Weekly,65+
19,1,Footwear,52,Spring,4.0,0,0,35,Monthly,18–25
47,1,Accessories,33,Summer,2.7,0,0,49,Weekly,46–55
49,1,Clothing,68,Spring,3.0,0,0,17,Fortnightly,46–55
31,1,Accessories,20,Fall,4.4,0,0,26,Quarterly,26–35
39,1,Clothing,32,Winter,2.8,0,0,30,Every 3 Months,36–45
58,1,Accessories,82,Summer,3.1,0,0,32,Annually,56–65
45,1,Footwear,64,Winter,3.9,0,0,35,Quarterly,46–55
68,1,Footwear,24,Fall,2.7,0,0,15,Annually,65+
35,1,Accessories,96,Summer,3.4,0,0,10,Annually,36–45
65,1,Clothing,94,Spring,3.8,0,0,14,Monthly,65+
45,1,Accessories,48,Winter,3.7,0,0,30,Annually,46–55
19,1,Accessories,60,Spring,4.5,0,0,16,Fortnightly,18–25
65,1,Clothing,56,Spring,2.9,0,0,14,Annually,65+
28,1,Accessories,33,Fall,3.4,0,0,28,Weekly,26–35
55,1,Accessories,46,Spring,4.4,0,0,29,Monthly,56–65
66,1,Clothing,37,Spring,4.2,0,0,5,Every 3 Months,65+
29,1,Clothing,98,Winter,3.3,0,0,17,Quarterly,26–35
56,1,Clothing,50,Spring,3.7,0,0,50,Weekly,56–65
21,1,Accessories,63,Fall,3.2,0,0,23,Quarterly,18–25
32,1,Clothing,70,Summer,2.6,0,0,22,Annually,26–35
54,1,Outerwear,63,Fall,2.8,0,0,15,Quarterly,46–55
61,1,Clothing,86,Fall,2.9,0,0,32,Monthly,56–65
31,1,Footwear,99,Summer,4.0,0,0,5,Monthly,26–35
27,1,Footwear,40,Spring,2.9,0,0,6,Bi-Weekly,26–35
64,1,Footwear,92,Fall,4.7,0,0,44,Fortnightly,56–65
60,1,Clothing,21,Fall,3.1,0,0,23,Fortnightly,56–65
70,1,Accessories,81,Summer,3.9,0,0,44,Monthly,65+
36,1,Clothing,82,Fall,3.4,0,0,3,Quarterly,36–45
56,1,Accessories,88,Spring,3.1,0,0,14,Monthly,56–65
69,1,Outerwear,100,Fall,4.8,0,0,37,Quarterly,65+
39,1,Accessories,66,Winter,3.9,0,0,22,Weekly,36–45
38,1,Accessories,25,Winter,3.5,0,0,2,Every 3 Months,36–45
36,1,Accessories,53,Summer,3.1,0,0,44,Fortnightly,36–45
46,1,Clothing,28,Fall,4.7,0,0,49,Monthly,46–55
59,1,Accessories,23,Fall,4.6,0,0,22,Bi-Weekly,56–65
64,1,Accessories,34,Fall,3.3,0,0,26,Annually,56–65
49,1,Clothing,42,Spring,3.2,0,0,40,Weekly,46–55
32,1,Clothing,24,Summer,3.1,0,0,16,Quarterly,26–35
29,1,Accessories,47,Fall,3.5,0,0,17,Bi-Weekly,26–35
24,1,Outerwear,78,Spring,4.3,0,0,48,Bi-Weekly,18–25
41,1,Clothing,89,Summer,2.9,0,0,28,Every 3 Months,36–45
41,1,Accessories,59,Fall,2.7,0,0,26,Fortnightly,36–45
32,1,Clothing,94,Summer,4.0,0,0,43,Quarterly,26–35
69,1,Clothing,49,Fall,4.6,0,0,38,Weekly,65+
65,1,Clothing,89,Summer,4.7,0,0,36,Every 3 Months,65+
54,1,Accessories,91,Summer,4.7,0,0,1,Weekly,46–55
39,1,Footwear,89,Spring,4.0,0,0,49,Annually,36–45
37,1,Outerwear,57,Spring,3.6,0,0,41,Every 3 Months,36–45
51,1,Clothing,71,Winter,3.4,0,0,21,Monthly,46–55
26,1,Clothing,97,Fall,3.0,0,0,24,Quarterly,26–35
42,1,Footwear,45,Fall,2.6,0,0,27,Weekly,36–45
21,1,Clothing,91,Spring,4.2,0,0,4,Annually,18–25
53,1,Clothing,25,Spring,3.4,0,0,19,Annually,46–55
36,1,Clothing,63,Fall,4.0,0,0,1,Fortnightly,36–45
21,1,Clothing,52,Summer,4.7,0,0,27,Annually,18–25
33,1,Footwear,43,Winter,3.9,0,0,5,Weekly,26–35
49,1,Clothing,28,Summer,3.3,0,0,20,Quarterly,46–55
31,1,Clothing,78,Summer,2.9,0,0,50,Annually,26–35
68,1,Clothing,31,Spring,4.4,0,0,36,Fortnightly,65+
49,1,Clothing,23,Winter,3.6,0,0,12,Bi-Weekly,46–55
23,1,Accessories,25,Spring,4.5,0,0,23,Monthly,18–25
30,1,Clothing,86,Summer,3.7,0,0,21,Weekly,26–35
53,1,Footwear,88,Spring,2.8,0,0,47,Weekly,46–55
65,1,Accessories,35,Spring,4.5,0,0,38,Bi-Weekly,65+
60,1,Accessories,34,Fall,4.4,0,0,40,Every 3 Months,56–65
46,1,Clothing,75,Winter,3.3,0,0,35,Quarterly,46–55
54,1,Clothing,46,Winter,4.2,0,0,4,Quarterly,46–55
59,1,Accessories,31,Fall,2.7,0,0,28,Every 3 Months,56–65
52,1,Clothing,93,Spring,3.9,0,0,36,Every 3 Months,46–55
41,1,Accessories,85,Spring,2.6,0,0,15,Annually,36–45
43,1,Accessories,68,Fall,4.5,0,0,7,Fortnightly,36–45
63,1,Clothing,40,Spring,2.7,0,0,29,Every 3 Months,56–65
37,1,Clothing,51,Winter,2.9,0,0,12,Annually,36–45
44,1,Accessories,85,Winter,3.4,0,0,16,Bi-Weekly,36–45
67,1,Outerwear,23,Summer,2.9,0,0,50,Bi-Weekly,65+
27,1,Clothing,28,Summer,3.8,0,0,11,Annually,26–35
60,1,Clothing,44,Fall,4.2,0,0,28,Quarterly,56–65
58,1,Accessories,57,Spring,3.5,0,0,36,Bi-Weekly,56–65
53,1,Accessories,98,Fall,3.1,0,0,38,Quarterly,46–55
43,1,Accessories,68,Winter,3.5,0,0,32,Monthly,36–45
32,1,Outerwear,36,Fall,4.0,0,0,42,Weekly,26–35
54,1,Outerwear,71,Spring,3.7,0,0,22,Bi-Weekly,46–55
47,1,Clothing,60,Fall,4.2,0,0,22,Quarterly,46–55
57,1,Outerwear,87,Fall,4.8,0,0,31,Quarterly,56–65
63,1,Footwear,38,Winter,4.1,0,0,28,Monthly,56–65
70,1,Footwear,45,Spring,4.5,0,0,40,Weekly,65+
62,1,Outerwear,47,Fall,2.7,0,0,21,Weekly,56–65
40,1,Clothing,57,Fall,2.8,0,0,12,Every 3 Months,36–45
25,1,Accessories,68,Summer,3.7,0,0,33,Annually,26–35
19,1,Clothing,52,Fall,3.6,0,0,9,Fortnightly,18–25
25,1,Clothing,87,Fall,4.7,0,0,15,Weekly,26–35
21,1,Accessories,34,Summer,3.8,0,0,13,Annually,18–25
55,1,Footwear,41,Winter,2.9,0,0,35,Fortnightly,56–65
34,1,Accessories,94,Winter,4.6,0,0,1,Every 3 Months,26–35
47,1,Accessories,93,Summer,2.8,0,0,25,Fortnightly,46–55
27,1,Clothing,51,Winter,4.6,0,0,20,Every 3 Months,26–35
67,1,Clothing,42,Fall,2.8,0,0,36,Quarterly,65+
40,1,Footwear,95,Winter,3.0,0,0,33,Weekly,36–45
53,1,Accessories,90,Fall,3.7,0,0,36,Fortnightly,46–55
24,1,Clothing,98,Winter,4.1,0,0,32,Annually,18–25
47,1,Accessories,39,Winter,4.3,0,0,21,Quarterly,46–55
53,1,Footwear,66,Fall,3.8,0,0,48,Bi-Weekly,46–55
47,1,Footwear,23,Winter,3.7,0,0,25,Quarterly,46–55
38,1,Clothing,73,Winter,4.8,0,0,32,Annually,36–45
48,1,Accessories,23,Summer,4.6,0,0,45,Every 3 Months,46–55
47,1,Clothing,43,Fall,4.8,0,0,4,Fortnightly,46–55
19,1,Clothing,45,Winter,4.6,0,0,19,Bi-Weekly,18–25
38,1,Footwear,21,Winter,4.0,0,0,1,Weekly,36–45
57,1,Clothing,40,Spring,2.6,0,0,12,Weekly,56–65
70,1,Clothing,58,Fall,2.6,0,0,18,Monthly,65+
38,1,Clothing,48,Summer,4.5,0,0,43,Bi-Weekly,36–45
35,1,Clothing,94,Fall,4.2,0,0,31,Annually,36–45
46,1,Accessories,74,Spring,3.4,0,0,33,Every 3 Months,46–55
32,1,Accessories,51,Fall,3.7,0,0,46,Monthly,26–35
38,1,Clothing,83,Winter,3.6,0,0,41,Bi-Weekly,36–45
41,1,Accessories,68,Winter,4.0,0,0,41,Fortnightly,36–45
19,1,Accessories,84,Spring,4.6,0,0,9,Fortnightly,18–25
18,1,Clothing,58,Fall,3.0,0,0,34,Annually,18–25
45,1,Clothing,92,Winter,3.3,0,0,21,Annually,46–55
23,1,Clothing,69,Summer,3.8,0,0,5,Fortnightly,18–25
60,1,Clothing,48,Summer,2.7,0,0,32,Weekly,56–65
52,1,Footwear,60,Spring,4.5,0,0,44,Monthly,46–55
42,1,Footwear,20,Winter,4.8,0,0,46,Bi-Weekly,36–45
29,1,Clothing,55,Summer,4.2,0,0,42,Every 3 Months,26–35
31,1,Outerwear,88,Spring,3.5,0,0,50,Bi-Weekly,26–35
30,1,Clothing,48,Winter,4.9,0,0,33,Fortnightly,26–35
23,1,Accessories,74,Spring,4.1,0,0,32,Quarterly,18–25
31,1,Outerwear,42,Fall,2.9,0,0,32,Bi-Weekly,26–35
40,1,Clothing,32,Fall,4.0,0,0,37,Every 3 Months,36–45
39,1,Clothing,98,Summer,4.6,0,0,9,Fortnightly,36–45
28,1,Clothing,89,Fall,2.8,0,0,6,Fortnightly,26–35
23,1,Accessories,97,Summer,5.0,0,0,36,Quarterly,18–25
42,1,Accessories,49,Spring,2.9,0,0,1,Annually,36–45
68,1,Clothing,50,Spring,3.3,0,0,48,Fortnightly,65+
24,1,Accessories,91,Winter,3.4,0,0,44,Quarterly,18–25
24,1,Accessories,93,Winter,3.0,0,0,9,Bi-Weekly,18–25
21,1,Accessories,98,Summer,4.7,0,0,32,Annually,18–25
49,1,Clothing,82,Fall,2.9,0,0,14,Monthly,46–55
41,1,Outerwear,37,Summer,4.1,0,0,43,Quarterly,36–45
22,1,Accessories,63,Fall,3.2,0,0,32,Bi-Weekly,18–25
42,1,Clothing,99,Winter,2.7,0,0,26,Bi-Weekly,36–45
30,1,Clothing,37,Spring,4.7,0,0,2,Monthly,26–35
38,1,Footwear,34,Spring,3.2,0,0,16,Every 3 Months,36–45
40,1,Clothing,32,Winter,2.5,0,0,50,Every 3 Months,36–45
55,1,Footwear,23,Winter,4.3,0,0,6,Every 3 Months,56–65
37,1,Clothing,78,Spring,4.4,0,0,20,Annually,36–45
41,1,Outerwear,54,Winter,4.7,0,0,9,Weekly,36–45
38,1,Clothing,94,Fall,4.0,0,0,47,Bi-Weekly,36–45
42,1,Accessories,75,Spring,4.6,0,0,33,Annually,36–45
26,1,Clothing,69,Summer,3.8,0,0,46,Bi-Weekly,26–35
41,1,Accessories,35,Winter,3.2,0,0,9,Monthly,36–45
27,1,Clothing,78,Spring,5.0,0,0,8,Monthly,26–35
61,1,Clothing,29,Summer,3.5,0,0,48,Quarterly,56–65
58,1,Clothing,62,Fall,3.7,0,0,2,Monthly,56–65
25,1,Clothing,58,Spring,4.8,0,0,31,Weekly,26–35
33,1,Footwear,88,Summer,3.7,0,0,40,Monthly,26–35
57,1,Accessories,80,Summer,3.5,0,0,35,Monthly,56–65
39,1,Accessories,47,Summer,4.9,0,0,40,Monthly,36–45
60,1,Accessories,51,Summer,4.7,0,0,27,Every 3 Months,56–65
39,1,Clothing,25,Spring,4.9,0,0,10,Annually,36–45
42,1,Clothing,36,Summer,4.3,0,0,23,Weekly,36–45
53,1,Clothing,79,Winter,3.1,0,0,32,Quarterly,46–55
20,1,Clothing,41,Winter,3.4,0,0,6,Monthly,18–25
46,1,Clothing,68,Fall,2.7,0,0,27,Weekly,46–55
46,1,Footwear,51,Spring,2.6,0,0,25,Fortnightly,46–55
69,1,Accessories,38,Fall,2.9,0,0,11,Annually,65+
28,1,Accessories,46,Summer,2.7,0,0,23,Monthly,26–35
42,1,Footwear,20,Summer,4.5,0,0,44,Quarterly,36–45
30,1,Accessories,25,Summer,3.1,0,0,35,Fortnightly,26–35
50,1,Clothing,89,Winter,3.2,0,0,45,Every 3 Months,46–55
59,1,Clothing,77,Winter,3.3,0,0,22,Quarterly,56–65
54,1,Accessories,94,Fall,2.9,0,0,18,Quarterly,46–55
50,1,Accessories,100,Fall,4.1,0,0,20,Weekly,46–55
25,1,Footwear,96,Winter,2.7,0,0,28,Fortnightly,26–35
41,1,Clothing,36,Winter,4.0,0,0,15,Bi-Weekly,36–45
35,1,Accessories,27,Fall,2.6,0,0,42,Fortnightly,36–45
67,1,Accessories,67,Winter,3.5,0,0,20,Quarterly,65+
33,1,Clothing,91,Fall,2.8,0,0,16,Fortnightly,26–35
19,1,Accessories,62,Fall,4.5,0,0,47,Annually,18–25
25,1,Clothing,88,Fall,3.0,0,0,34,Annually,26–35
32,1,Clothing,66,Summer,4.4,0,0,30,Weekly,26–35
30,1,Footwear,65,Fall,4.7,0,0,5,Quarterly,26–35
18,1,Accessories,25,Winter,4.3,0,0,38,Quarterly,18–25
38,1,Accessories,64,Spring,4.8,0,0,18,Annually,36–45
22,1,Clothing,72,Spring,4.8,0,0,28,Annually,18–25
40,1,Accessories,74,Summer,4.4,0,0,42,Fortnightly,36–45
54,1,Accessories,50,Fall,3.7,0,0,5,Weekly,46–55
70,1,Clothing,97,Fall,3.9,0,0,50,Monthly,65+
52,1,Footwear,36,Spring,3.8,0,0,33,Fortnightly,46–55
34,1,Outerwear,49,Fall,4.1,0,0,1,Weekly,26–35
65,1,Footwear,64,Spring,4.0,0,0,14,Fortnightly,65+
38,1,Clothing,31,Summer,4.5,0,0,48,Monthly,36–45
35,1,Footwear,66,Winter,4.0,0,0,26,Weekly,36–45
40,1,Clothing,82,Spring,4.5,0,0,44,Annually,36–45
23,1,Clothing,88,Winter,2.7,0,0,18,Fortnightly,18–25
45,1,Footwear,34,Summer,3.8,0,0,31,Every 3 Months,46–55
40,1,Footwear,84,Winter,3.8,0,0,18,Weekly,36–45
42,1,Accessories,96,Summer,3.8,0,0,41,Every 3 Months,36–45
57,1,Footwear,71,Winter,4.3,0,0,18,Every 3 Months,56–65
18,1,Outerwear,77,Summer,3.5,0,0,3,Bi-Weekly,18–25
18,1,Clothing,66,Spring,3.8,0,0,5,Bi-Weekly,18–25
56,1,Clothing,21,Winter,3.7,0,0,13,Annually,56–65
35,1,Clothing,37,Summer,4.8,0,0,22,Annually,36–45
49,1,Clothing,90,Fall,4.9,0,0,45,Fortnightly,46–55
49,1,Outerwear,96,Fall,4.3,0,0,39,Every 3 Months,46–55
34,1,Accessories,37,Summer,4.4,0,0,18,Annually,26–35
63,1,Clothing,66,Winter,3.4,0,0,19,Fortnightly,56–65
42,1,Accessories,45,Spring,4.3,0,0,29,Weekly,36–45
41,1,Footwear,89,Summer,4.6,0,0,19,Weekly,36–45
26,1,Footwear,94,Fall,3.8,0,0,22,Monthly,26–35
48,1,Footwear,96,Summer,3.9,0,0,21,Annually,46–55
62,1,Clothing,31,Spring,2.6,0,0,22,Monthly,56–65
24,1,Accessories,79,Winter,4.2,0,0,44,Every 3 Months,18–25
48,1,Outerwear,39,Spring,4.6,0,0,42,Quarterly,46–55
31,1,Clothing,22,Fall,5.0,0,0,33,Quarterly,26–35
41,1,Clothing,32,Fall,4.2,0,0,6,Annually,36–45
24,1,Clothing,71,Winter,4.3,0,0,44,Every 3 Months,18–25
60,1,Clothing,96,Spring,3.3,0,0,24,Annually,56–65
38,1,Accessories,82,Fall,4.9,0,0,16,Quarterly,36–45
58,1,Accessories,76,Spring,4.4,0,0,12,Fortnightly,56–65
53,1,Accessories,22,Winter,3.1,0,0,50,Monthly,46–55
44,1,Accessories,40,Winter,3.5,0,0,42,Quarterly,36–45
51,1,Accessories,92,Summer,3.9,0,0,50,Monthly,46–55
36,1,Outerwear,94,Fall,3.9,0,0,10,Quarterly,36–45
20,1,Clothing,44,Fall,4.3,0,0,32,Weekly,18–25
32,1,Accessories,49,Spring,3.8,0,0,37,Weekly,26–35
66,1,Clothing,26,Spring,2.7,0,0,15,Monthly,65+
49,1,Clothing,38,Fall,4.4,0,0,27,Annually,46–55
27,1,Clothing,72,Spring,3.5,0,0,7,Weekly,26–35
29,1,Clothing,99,Summer,3.4,0,0,49,Quarterly,26–35
29,1,Outerwear,38,Spring,4.0,0,0,44,Monthly,26–35
55,1,Outerwear,96,Winter,4.8,0,0,13,Bi-Weekly,56–65
57,1,Clothing,27,Spring,4.5,0,0,38,Fortnightly,56–65
29,1,Clothing,24,Winter,4.4,0,0,10,Weekly,26–35
31,1,Clothing,82,Summer,4.1,0,0,25,Weekly,26–35
25,1,Accessories,56,Summer,4.6,0,0,18,Quarterly,26–35
61,1,Accessories,25,Fall,3.8,0,0,6,Every 3 Months,56–65
53,1,Footwear,67,Spring,2.9,0,0,35,Quarterly,46–55
22,1,Footwear,21,Summer,2.8,0,0,31,Fortnightly,18–25
28,1,Clothing,27,Summer,3.0,0,0,41,Annually,26–35
18,1,Footwear,97,Fall,4.2,0,0,8,Annually,18–25
44,1,Accessories,45,Winter,4.1,0,0,34,Fortnightly,36–45
32,1,Clothing,63,Fall,4.1,0,0,20,Annually,26–35
34,1,Accessories,100,Summer,4.6,0,0,38,Every 3 Months,26–35
67,1,Clothing,38,Spring,2.5,0,0,35,Quarterly,65+
66,1,Clothing,45,Summer,3.0,0,0,6,Annually,65+
28,1,Accessories,91,Fall,3.8,0,0,50,Weekly,26–35
70,1,Clothing,82,Fall,4.1,0,0,47,Weekly,65+
37,1,Footwear,48,Winter,3.3,0,0,23,Quarterly,36–45
28,1,Outerwear,30,Spring,5.0,0,0,13,Quarterly,26–35
43,1,Clothing,34,Spring,3.8,0,0,31,Monthly,36–45
37,1,Clothing,68,Fall,3.3,0,0,16,Every 3 Months,36–45
54,1,Accessories,95,Winter,5.0,0,0,40,Annually,46–55
50,1,Accessories,22,Spring,2.9,0,0,45,Quarterly,46–55
46,1,Accessories,88,Fall,2.5,0,0,50,Every 3 Months,46–55
60,1,Clothing,83,Summer,4.7,0,0,1,Quarterly,56–65
40,1,Accessories,87,Spring,2.9,0,0,10,Every 3 Months,36–45
64,1,Outerwear,57,Summer,3.7,0,0,48,Every 3 Months,56–65
18,1,Outerwear,88,Summer,4.4,0,0,38,Monthly,18–25
37,1,Clothing,20,Winter,2.9,0,0,21,Annually,36–45
36,1,Accessories,39,Summer,3.6,0,0,38,Monthly,36–45
51,1,Accessories,71,Spring,4.8,0,0,31,Fortnightly,46–55
26,1,Clothing,73,Winter,4.7,0,0,9,Fortnightly,26–35
68,1,Accessories,63,Summer,2.6,0,0,47,Weekly,65+
27,1,Accessories,78,Winter,3.4,0,0,8,Bi-Weekly,26–35
28,1,Clothing,96,Fall,3.5,0,0,30,Annually,26–35
49,1,Accessories,81,Winter,3.4,0,0,22,Quarterly,46–55
70,1,Clothing,95,Fall,5.0,0,0,3,Quarterly,65+
30,1,Accessories,68,Spring,4.6,0,0,15,Monthly,26–35
27,1,Footwear,28,Spring,4.8,0,0,10,Every 3 Months,26–35
19,1,Clothing,30,Summer,3.7,0,0,19,Every 3 Months,18–25
64,1,Clothing,31,Summer,4.7,0,0,36,Fortnightly,56–65
42,1,Accessories,95,Winter,4.4,0,0,12,Every 3 Months,36–45
69,1,Clothing,79,Winter,3.5,0,0,49,Quarterly,65+
28,1,Footwear,39,Winter,3.8,0,0,7,Annually,26–35
47,1,Outerwear,34,Summer,4.7,0,0,28,Monthly,46–55
69,1,Clothing,28,Spring,3.1,0,0,30,Annually,65+
56,1,Footwear,38,Winter,5.0,0,0,29,Monthly,56–65
28,1,Footwear,55,Spring,3.7,0,0,9,Every 3 Months,26–35
50,1,Footwear,31,Winter,3.0,0,0,27,Fortnightly,46–55
39,1,Outerwear,84,Spring,4.5,0,0,21,Fortnightly,36–45
35,1,Accessories,93,Winter,4.7,0,0,36,Monthly,36–45
59,1,Outerwear,28,Winter,3.5,0,0,19,Annually,56–65
44,1,Footwear,55,Summer,4.4,0,0,47,Weekly,36–45
66,1,Clothing,63,Winter,2.6,0,0,38,Annually,65+
20,1,Clothing,94,Winter,4.2,0,0,22,Bi-Weekly,18–25
45,1,Clothing,36,Fall,2.6,0,0,29,Bi-Weekly,46–55
49,1,Accessories,97,Spring,4.8,0,0,42,Annually,46–55
60,1,Accessories,63,Summer,2.9,0,0,47,Every 3 Months,56–65
61,1,Accessories,77,Spring,4.3,0,0,10,Bi-Weekly,56–65
36,1,Accessories,53,Fall,2.6,0,0,10,Monthly,36–45
33,1,Clothing,77,Spring,3.8,0,0,1,Every 3 Months,26–35
49,1,Footwear,79,Summer,4.2,0,0,7,Monthly,46–55
31,1,Outerwear,37,Summer,3.9,0,0,10,Fortnightly,26–35
19,1,Accessories,94,Winter,3.1,0,0,11,Weekly,18–25
39,1,Footwear,76,Fall,3.6,0,0,5,Annually,36–45
66,1,Footwear,68,Fall,4.0,0,0,21,Quarterly,65+
25,1,Clothing,65,Spring,3.4,0,0,24,Quarterly,26–35
63,1,Clothing,24,Summer,2.6,0,0,37,Fortnightly,56–65
56,1,Outerwear,31,Summer,4.5,0,0,22,Every 3 Months,56–65
20,1,Clothing,89,Fall,4.9,0,0,16,Fortnightly,18–25
58,1,Clothing,49,Summer,4.4,0,0,44,Monthly,56–65
34,1,Footwear,92,Fall,3.5,0,0,14,Bi-Weekly,26–35
28,1,Clothing,32,Winter,3.3,0,0,23,Every 3 Months,26–35
22,1,Outerwear,67,Winter,3.1,0,0,46,Fortnightly,18–25
37,1,Accessories,64,Fall,4.2,0,0,46,Every 3 Months,36–45
54,1,Footwear,84,Spring,4.9,0,0,16,Every 3 Months,46–55
65,1,Clothing,34,Fall,3.9,0,0,40,Every 3 Months,65+
57,1,Footwear,26,Winter,4.2,0,0,21,Annually,56–65
38,1,Clothing,50,Fall,4.9,0,0,25,Bi-Weekly,36–45
70,1,Footwear,46,Fall,2.8,0,0,25,Quarterly,65+
56,1,Accessories,71,Fall,4.1,0,0,25,Every 3 Months,56–65
56,1,Clothing,78,Summer,4.8,0,0,27,Monthly,56–65
22,1,Clothing,35,Winter,4.1,0,0,12,Monthly,18–25
57,1,Accessories,58,Summer,3.0,0,0,27,Quarterly,56–65
53,1,Clothing,67,Fall,4.2,0,0,40,Bi-Weekly,46–55
53,1,Clothing,93,Spring,3.8,0,0,38,Quarterly,46–55
19,1,Accessories,81,Spring,3.3,0,0,44,Every 3 Months,18–25
49,1,Accessories,80,Fall,4.7,0,0,27,Every 3 Months,46–55
44,1,Accessories,64,Spring,4.3,0,0,30,Every 3 Months,36–45
27,1,Clothing,41,Fall,2.7,0,0,24,Monthly,26–35
60,1,Clothing,79,Winter,4.2,0,0,38,Bi-Weekly,56–65
62,1,Accessories,60,Winter,4.2,0,0,4,Quarterly,56–65
52,1,Footwear,91,Winter,2.5,0,0,32,Monthly,46–55
30,1,Footwear,66,Winter,3.6,0,0,32,Fortnightly,26–35
66,1,Clothing,85,Winter,3.4,0,0,28,Bi-Weekly,65+
29,1,Accessories,38,Summer,3.3,0,0,6,Every 3 Months,26–35
24,1,Clothing,23,Winter,4.6,0,0,24,Monthly,18–25
51,1,Footwear,71,Spring,3.9,0,0,38,Weekly,46–55
67,1,Clothing,25,Winter,3.7,0,0,28,Annually,65+
50,1,Footwear,39,Spring,3.1,0,0,9,Fortnightly,46–55
37,1,Clothing,20,Spring,4.9,0,0,21,Every 3 Months,36–45
69,1,Accessories,73,Winter,4.7,0,0,31,Monthly,65+
60,1,Accessories,63,Fall,2.9,0,0,18,Quarterly,56–65
